event_id,sta_code,p_polarity,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,sr_dist_km,source,sp_ratio,origin_lat,origin_lon,origin_depth_km,horz_uncert_km,vert_uncert_km,event_mag,pol_agreement,sp_diff,mech_quality
123456,XX.ST071.--.EHZ,,48.4,73.5,0.0,0.0,,trad_sp,13.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.5619,A
123456,XX.ST072.--.EHZ,,43.3,71.6,0.0,0.0,,trad_sp,12.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.57329,A
123456,XX.ST073.--.EHZ,,38.4,69.2,0.0,0.0,,trad_sp,12.8,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.57388,A
123456,XX.ST074.--.EHZ,,33.6,66.2,0.0,0.0,,trad_sp,12.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.53617,A
123456,XX.ST075.--.EHZ,,29.0,62.2,0.0,0.0,,trad_sp,12.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.46971,A
123456,XX.ST076.--.EHZ,,24.7,56.9,0.0,0.0,,trad_sp,13.0,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.37904,A
123456,XX.ST077.--.EHZ,,20.6,49.3,0.0,0.0,,trad_sp,13.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.2275,A
123456,XX.ST078.--.EHZ,,17.1,38.5,0.0,0.0,,trad_sp,15.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.03282,A
123456,XX.ST079.--.EHZ,,14.5,23.2,0.0,0.0,,trad_sp,21.4,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.83681,A
123456,XX.ST080.--.EHZ,,13.4,3.5,0.0,0.0,,trad_sp,125.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.72197,A
123456,XX.ST081.--.EHZ,,61.7,133.6,0.0,0.0,,trad_sp,1.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.35404,A
123456,XX.ST082.--.EHZ,,65.7,137.9,0.0,0.0,,trad_sp,1.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.42112,A
123456,XX.ST083.--.EHZ,,68.5,142.7,0.0,0.0,,trad_sp,1.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.60751,A
123456,XX.ST084.--.EHZ,,69.6,147.6,0.0,0.0,,trad_sp,2.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.78141,A
123456,XX.ST085.--.EHZ,,69.3,152.6,0.0,0.0,,trad_sp,3.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.85232,A
123456,XX.ST086.--.EHZ,,67.3,157.5,0.0,0.0,,trad_sp,5.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.90279,A
123456,XX.ST087.--.EHZ,,64.1,162.1,0.0,0.0,,trad_sp,7.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.90314,A
123456,XX.ST088.--.EHZ,,59.6,166.2,0.0,0.0,,trad_sp,10.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.89479,A
123456,XX.ST089.--.EHZ,,54.1,169.4,0.0,0.0,,trad_sp,14.0,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.8729,A
123456,XX.ST090.--.EHZ,,48.1,171.4,0.0,0.0,,trad_sp,18.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.84999,A
123456,XX.ST091.--.EHZ,,41.9,171.5,0.0,0.0,,trad_sp,20.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.8185,A
123456,XX.ST092.--.EHZ,,36.2,168.7,0.0,0.0,,trad_sp,16.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.77993,A
123456,XX.ST093.--.EHZ,,31.7,162.2,0.0,0.0,,trad_sp,11.4,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.73288,A
123456,XX.ST094.--.EHZ,,29.4,152.2,0.0,0.0,,trad_sp,7.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.64769,A
123456,XX.ST095.--.EHZ,,30.1,141.1,0.0,0.0,,trad_sp,5.4,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.54654,A
123456,XX.ST096.--.EHZ,,33.5,132.5,0.0,0.0,,trad_sp,4.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.47112,A
123456,XX.ST097.--.EHZ,,38.6,127.7,0.0,0.0,,trad_sp,3.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.44341,A
123456,XX.ST098.--.EHZ,,44.6,126.3,0.0,0.0,,trad_sp,2.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.44139,A
123456,XX.ST099.--.EHZ,,50.8,127.3,0.0,0.0,,trad_sp,2.3,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.44246,A
123456,XX.ST100.--.EHZ,,56.6,129.9,0.0,0.0,,trad_sp,1.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.39889,A
123456,XX.ST101.--.EHZ,,48.7,149.0,0.0,0.0,,trad_sp,3.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.67198,A
